25000
ID NAME TEAM SCORE COMPETITIONS POTATOE
24840 reGUmCUlY Theta 9.8 235 true
24839 nVXJZ Alpha 9.2 8 true
24838 jmtYuPK Beta 9.9 27 false
24837 mUqL Tau 3.3 163 true
24836 XyuEO Alpha 6.1 115 true
24835 enH Lambda 2.4 233 true
24834 PkfBvK Theta 5.2 32 true
24833 QiEAwg Theta 2.4 133 true
24832 vpeqArzUH Theta 4.0 75 true
24831 cQjMajjiVS Gamma 4.0 240 true
24830 XOhdFXf Alpha 5.8 225 false
24829 dULMOCRA Gamma 0.7 106 false
24828 nhiZe Delta 5.1 183 false
24827 CBrY Beta 4.5 217 true
24826 sFvPLFw Pi 4.0 117 false
24825 ikbcN Delta 3.3 222 false
24824 PTuq Alpha 1.0 102 true
24823 cHNb Alpha 1.2 75 false
24822 lQPSyT Alpha 7.6 221 true
24821 TyKgpvNZ Alpha 4.1 192 true
24820 vVhcDYIHw Gamma 10.0 126 true
24819 kNiMEeGb Delta 6.2 187 false
24818 iQfVLxqk Theta 5.2 9 true
24817 gEyWxz Epsilon 9.6 185 true
24816 hWTxWPuii Pi 7.7 106 true
24815 iSDXqsLITZ Epsilon 7.7 80 true
24814 xsPIroOkU Delta 6.1 121 true
24813 KdmlT Tau 2.1 214 false
24812 guJngs Theta 1.0 25 true
24811 FbGGLFm Tau 8.5 133 true
24810 nLwIQW Tau 0.2 140 false
24809 JQc Delta 1.1 54 true
24808 fgpvXJExo Alpha 2.8 220 false
24807 VETP Tau 9.8 33 true
24806 qiZbsHZGCG Delta 5.2 152 true
24805 uSRQl Lambda 7.4 49 false
24804 lCMdsWiFDn Lambda 4.0 46 true
24803 wFstOlIAud Theta 0.9 31 false
24802 PpnEvhPKM Beta 7.4 238 true
24801 YfWjGndNyH Pi 9.2 55 false
24800 PjUw Tau 2.8 21 false
24799 ARMK Alpha 9.1 83 false
24798 mEov Beta 4.4 7 false
24797 rIq Delta 1.4 226 true
24796 zaXfIXmOU Delta 2.2 160 true
24795 XPLh Beta 3.5 190 false
24794 fNSK Epsilon 3.2 194 false
24793 QxfQanxo Tau 4.1 118 true
24792 BZvw Theta 1.6 209 true
24791 pdkCoawaCQ Alpha 9.7 232 true
24790 gWEKRsL Theta 2.8 175 false
24789 OtL Alpha 9.5 80 false
24788 JxRpH Epsilon 9.8 112 false
24787 ihNLUNr Gamma 0.2 19 true
24786 PGysOZaS Tau 1.4 238 false
24785 TOtzbZVcWG Beta 0.4 123 true
24784 UQKA Theta 3.0 211 true
24783 LiYIImKTzV Theta 9.0 214 true
24782 PFISrTB Delta 0.6 187 true
24781 IVx Gamma 9.3 120 true
24780 YMjpPM Gamma 5.6 75 false
24779 kpkKFFgtdd Epsilon 5.6 64 false
24778 XhqZ Theta 8.6 213 false
24777 NTY Tau 4.8 219 false
24776 fidg Pi 1.9 105 false
24775 pfY Beta 6.7 135 true
24774 bDrAsgJku Theta 4.5 66 false
24773 imvRWP Tau 1.1 112 true
24772 TZS Delta 8.0 77 true
24771 yRK Delta 1.7 117 false
24770 LYL Theta 7.2 118 false
24769 pfSTvQmisv Beta 4.3 31 true
24768 Omk Alpha 3.5 159 false
24767 qvYWVQA Pi 7.4 137 true
24766 YNqaCC Tau 9.9 218 true
24765 DwQgfCmP Epsilon 4.9 124 true
24764 MkoWIYNetS Epsilon 8.6 143 false
24763 eMK Tau 9.3 242 true
24762 tmTohZzA Alpha 7.3 245 false
24761 qjRzvIfsh Tau 0.3 99 true
24760 sHF Tau 3.0 157 true
24759 doOp Alpha 7.6 85 false
24758 pXdJLbQIn Beta 0.7 55 false
24757 XGrtunIfA Beta 2.5 129 true
24756 eUjO Alpha 10.0 169 false
24755 hjhpehpLq Gamma 9.6 52 false
24754 Ktqeu Epsilon 9.8 231 true
24753 cjDyRZmXhO Theta 6.0 227 true
24752 IIsZIvVnFf Beta 9.0 42 true
24751 gAk Lambda 1.7 46 true
24750 FmM Gamma 4.7 37 false
24749 LwmfMwK Lambda 3.1 65 true
24748 ywFWfUUGF Theta 4.4 154 false
24747 eDfj Theta 6.3 179 true
24746 AbtbGjwBp Pi 3.2 88 true
24745 Roknu Beta 5.6 85 false
24744 BZrFoG Beta 2.8 165 true
24743 FDIo Alpha 9.5 40 false
24742 pTI Lambda 7.3 223 true
24741 URQJKNGXQ Alpha 8.5 229 false
24740 rOQ Epsilon 8.5 238 false
24739 FgWnNz Beta 5.4 203 true
24738 pMvO Delta 9.1 7 true
24737 NKBEcUJ Alpha 5.2 218 true
24736 OJcBCHGl Delta 8.4 142 false
24735 rZwe Pi 6.0 52 false
24734 ZhCkSMzVPN Beta 4.7 107 true
24733 pVQTT Beta 2.8 235 false
24732 zDfDb Pi 2.5 27 true
24731 FjCZioFL Alpha 6.9 104 true
24730 pBLJBA Alpha 1.5 10 true
24729 mVrZ Pi 1.7 179 true
24728 enPZicFc Epsilon 4.4 180 false
24727 AhNkRkiSF Theta 8.1 123 false
24726 nEPIJyr Pi 7.0 80 true
24725 Vfa Epsilon 2.3 202 true
24724 Xdd Delta 1.5 127 true
24723 MYSIqgH Epsilon 8.0 151 false
24722 MDpMpJ Alpha 7.2 226 true
24721 pCyiuyLVm Alpha 3.4 107 true
24720 Qgnc Pi 8.4 143 true
24719 eAhcSqKy Alpha 6.5 12 true
24718 ngDte Pi 4.1 203 true
24717 BOxYFXPJzL Alpha 5.0 114 false
24716 Scxih Beta 9.8 40 false
24715 hgXgJBc Gamma 2.3 24 false
24714 IEflAMeypi Beta 6.0 230 false
24713 XmU Alpha 3.5 50 true
24712 LAbPnYpU Lambda 7.4 246 false
24711 jbnqzRJ Theta 1.2 232 false
24710 LdKJDue Delta 7.5 43 true
24709 tJJ Tau 3.6 231 true
24708 hRBN Lambda 4.5 77 false
24707 qWYKdXd Tau 9.0 196 true
24706 sUk Delta 7.3 21 true
24705 aln Pi 8.2 125 true
24704 VxA Epsilon 6.1 219 false
24703 yCDQvWRQK Lambda 8.7 248 false
24702 RxnoTOl Delta 3.2 50 false
24701 eBr Gamma 0.5 193 true
24700 vPCve Epsilon 2.2 150 true
24699 TjHz Delta 2.1 22 true
24698 BzqPyB Tau 9.1 115 true
24697 LcgDajYaIL Beta 0.1 118 false
24696 HbYN Gamma 7.7 175 false
24695 SPoJBa Delta 1.5 243 true
24694 Lal Lambda 4.6 32 false
24693 zXUoGjvIRx Delta 7.2 62 false
24692 dLzQGZPX Theta 0.3 70 true
24691 WuRKw Tau 3.6 192 true
24690 AZqBtLIta Tau 8.7 212 true
24689 Zkpti Lambda 4.4 142 false
24688 bdp Theta 6.9 77 false
24687 IIgFQ Alpha 5.0 159 true
24686 fnRLNmzn Pi 1.4 184 true
24685 VwRQZLyNwD Theta 3.1 46 false
24684 hAx Delta 9.7 51 true
24683 bsTAd Alpha 2.3 79 false
24682 VSyJ Epsilon 8.9 68 true
24681 DWKf Pi 9.1 248 false
24680 ctOjAFvfBQ Alpha 7.8 129 true
24679 pYM Tau 8.8 95 false
24678 HyrgsIMTlA Beta 8.4 142 false
24677 QEOvISI Tau 0.5 155 true
24676 fWEQdD Alpha 1.5 160 true
24675 elXqQ Alpha 3.5 239 true
24674 hHru Pi 6.2 106 false
24673 fFLGlHTT Tau 1.8 110 false
24672 iur Pi 6.8 99 false
24671 qcKVfyef Gamma 10.0 162 false
24670 TfzQO Beta 0.7 196 false
24669 ZcKdP Lambda 5.6 176 true
24668 aCCsvoM Lambda 0.9 120 true
24667 nbUlSW Delta 1.7 202 false
24666 vovhFZ Epsilon 6.1 179 false
24665 zflywIS Gamma 4.1 4 false
24664 AcCgahFMYH Pi 2.6 16 true
24663 uxjMtRgIpX Epsilon 4.4 35 false
24662 WMHawTEO Tau 2.4 122 true
24661 TYKXJmmO Alpha 8.3 42 true
24660 PzeWXFCX Alpha 8.4 144 true
24659 wwI Lambda 2.7 229 false
24658 DrjTZDlKV Beta 7.6 235 true
24657 ZnZgrBn Lambda 5.8 83 false
24656 mEOzS Gamma 8.2 197 true
24655 LRgoAF Alpha 2.2 209 true
24654 fHwRvgzD Pi 4.5 140 true
24653 rMDwiE Lambda 3.0 18 false
24652 XblYRZeMbv Delta 2.0 19 true
24651 fXRWWdG Gamma 1.5 250 true
24650 slmcAtun Tau 9.7 61 false
24649 eFsVCJ Alpha 5.2 144 true
24648 IGsDexa Theta 9.4 213 true
24647 hfq Lambda 1.5 2 false
24646 pSuvPXT Alpha 1.0 53 false
24645 HHczD Delta 5.9 114 false
24644 GuAgKemhIM Pi 1.1 216 true
24643 sSCMK Tau 7.4 29 true
24642 AauGr Tau 1.3 79 true
24641 dfl Gamma 5.7 91 false
24640 orQ Pi 8.3 227 true
24639 Jic Tau 7.9 213 true
24638 cUnSI Pi 5.8 219 true
24637 ahFovCWx Alpha 1.0 162 false
24636 FBkJ Epsilon 1.6 50 false
24635 mktaw Gamma 9.3 134 true
24634 DUyjNu Delta 7.8 19 false
24633 KMumQj Delta 8.9 64 true
24632 dgMjSmiI Epsilon 2.1 94 false
24631 ukqZrvvwNT Epsilon 6.6 155 false
24630 OpauE Alpha 9.4 161 false
24629 quHsDBbKNz Epsilon 3.2 109 false
24628 zqJJ Theta 6.5 45 true
24627 wkZCttQg Theta 0.9 133 true
24626 sqdDITu Lambda 7.4 48 false
24625 IFm Pi 7.7 221 false
24624 ytYUHCzyUl Alpha 3.5 204 true
24623 YsEXwbQ Beta 9.4 49 true
24622 dZGbdyE Delta 1.5 23 true
24621 IjcOY Theta 5.2 129 true
24620 fmy Lambda 9.9 1 true
24619 scA Gamma 3.9 29 false
24618 QBqjf Delta 1.8 17 false
24617 QClHlbjtGd Theta 9.5 117 false
24616 bro Tau 8.4 225 true
24615 KWMJfKrNf Theta 2.8 115 true
24614 ZoscJ Delta 3.7 114 false
24613 CdhU Delta 2.8 121 false
24612 YnA Alpha 7.9 202 false
24611 CJwsaDqLd Lambda 2.8 6 false
24610 VnwUR Epsilon 5.0 232 true
24609 NJaC Alpha 0.9 4 true
24608 woPrLeP Lambda 7.0 205 false
24607 USSzmV Tau 4.7 175 false
24606 GXWNKYAbr Alpha 6.5 233 false
24605 ZNX Alpha 3.7 186 false
24604 GpQSHZ Alpha 7.3 185 false
24603 MoVjijzSr Tau 4.6 193 false
24602 HMbtjduqAn Delta 8.4 232 true
24601 eDL Theta 9.2 123 false
24600 eciPnmZzzt Pi 9.8 195 false
24599 ERhIDQTjlW Tau 6.0 162 true
24598 qXlA Pi 2.4 222 false
24597 vPoPY Tau 9.3 234 false
24596 VqMJvX Pi 9.7 122 true
24595 cXAJLkdf Beta 7.3 250 true
24594 NqbUFTQX Beta 9.6 153 false
24593 dLtzITr Epsilon 6.1 109 true
24592 Xjg Alpha 0.6 97 false
24591 gtUnF Pi 0.5 92 true
24590 zMnbO Lambda 4.5 0 false
24589 kuIGwGmAg Gamma 6.9 198 false
24588 Osu Theta 7.4 16 false
24587 QYnq Pi 5.6 210 true
24586 uVBSs Tau 2.1 126 true
24585 gCpWoDZp Lambda 7.3 129 false
24584 GgEj Pi 4.0 176 true
24583 dfWcVEXqsV Pi 9.8 100 true
24582 emNjIdxW Epsilon 6.9 74 true
24581 FpcYIzz Lambda 7.8 127 false
24580 mjWYa Beta 5.6 27 false
24579 CWTvxg Alpha 8.3 101 false
24578 GfrDUoUH Alpha 7.9 23 false
24577 VJWQTp Epsilon 5.8 62 false
24576 dBC Delta 0.6 1 false
24575 JZDK Alpha 8.0 26 true
24574 SdhmkpEd Tau 6.5 177 false
24573 ImdqwKicjW Alpha 4.2 80 false
24572 cKwvUhCwi Delta 0.5 0 true
24571 Qabmtdv Theta 5.5 15 true
24570 uccp Tau 4.9 163 true
24569 DGD Beta 5.5 173 true
24568 uYJdWc Theta 4.3 205 false
24567 sdKnsVk Beta 1.6 194 true
24566 rYtDB Alpha 8.0 87 true
24565 xdAtWCL Beta 6.5 234 true
24564 euihmu Theta 7.3 141 true
24563 eZHTtCf Lambda 4.5 140 false
24562 QUplcAHKgS Theta 8.5 118 false
24561 TMqbvBfxQ Delta 4.0 225 true
24560 rFIMaqKg Epsilon 9.1 193 false
24559 kQQGmL Gamma 2.5 191 false
24558 kIHZ Delta 2.3 83 false
24557 hUWvPPjb Alpha 8.9 123 true
24556 ALIsEkXdB Alpha 0.5 21 false
24555 tArJ Tau 6.1 75 false
24554 oVPckhi Pi 3.2 215 false
24553 Cyd Beta 6.3 232 true
24552 oWDRHLkgN Epsilon 6.5 114 false
24551 bJKmRu Pi 1.7 138 false
24550 MrZe Delta 8.1 77 false
24549 vjOtgOrnw Lambda 3.3 79 false
24548 rtd Alpha 1.7 204 true
24547 hVe Epsilon 2.1 126 true
24546 KyaADBszDX Theta 0.3 77 true
24545 DmJkVWG Alpha 7.3 55 false
24544 HjkrRag Lambda 9.1 106 false
24543 DjYTiXkDpd Pi 9.8 231 false
24542 TEZYhUL Alpha 3.5 176 true
24541 JVHeePC Beta 2.4 64 true
24540 QqgwtFyh Delta 0.7 43 false
24539 atQvIey Theta 5.4 250 true
24538 IIYRa Alpha 7.6 115 true
24537 NcTDj Alpha 7.0 7 true
24536 fnRcDT Tau 7.6 149 true
24535 OgbijNiaMy Lambda 9.9 174 true
24534 tnN Gamma 4.1 0 false
24533 VowApKkO Tau 8.9 61 false
24532 hTvdtIr Beta 3.3 5 false
24531 GXmiCarZbl Tau 0.8 189 false
24530 ddEQLYP Alpha 8.1 162 false
24529 XekfvO Pi 5.1 213 false
24528 xeduks Alpha 1.6 178 false
24527 LFlM Theta 7.1 134 true
24526 DDeFuk Delta 7.3 40 false
24525 SYgwinowtP Epsilon 2.8 207 true
24524 dZF Tau 3.7 146 true
24523 nBzx Alpha 5.1 154 true
24522 PFRUyIVi Beta 5.0 148 false
24521 jTtXGMkhZ Tau 5.3 72 true
24520 MpJhOvDtyn Pi 4.7 203 false
24519 fjE Theta 0.9 91 true
24518 OUK Alpha 2.4 34 true
24517 QqAks Theta 1.9 19 false
24516 ngYRlFp Lambda 8.0 236 true
24515 xeMaIH Pi 0.4 137 false
24514 HstLe Theta 2.3 59 true
24513 InSAYfZzX Pi 8.4 0 false
24512 vJZxRXl Epsilon 4.0 19 false
24511 BCAJn Lambda 7.4 185 false
24510 qRGIUW Pi 0.9 48 false
24509 ccKiCtg Pi 5.7 213 false
24508 KCrNOStwCS Gamma 1.0 118 false
24507 UCCZV Theta 4.1 118 false
24506 OgeEzZXyeM Alpha 2.1 23 false
24505 hOeGXRA Lambda 0.6 242 false
24504 axFJBSXq Alpha 2.3 116 false
24503 AWxTGya Pi 4.8 44 true
24502 vbLI Lambda 1.9 79 true
24501 xOvgpmEEa Lambda 0.4 105 false
24500 caITuf Lambda 1.0 148 false
24499 EceBMgEVJ Delta 9.8 147 false
24498 gEG Alpha 6.5 73 true
24497 YiNNvEqY Alpha 8.9 101 true
24496 tRWmwDL Delta 4.5 106 false
24495 YxrjP Theta 3.2 163 false
24494 ITK Alpha 5.8 219 true
24493 HmJEsEc Gamma 2.5 21 true
24492 TTiHRgClu Delta 3.1 98 true
24491 iYD Beta 2.9 137 false
24490 jmHj Theta 6.9 191 false
24489 XNoUWCtWfG Pi 2.1 229 true
24488 TUtXmxdf Theta 3.5 182 true
24487 EyU Lambda 4.2 245 false
24486 CFarmCeJWv Alpha 8.1 126 true
24485 MLrUFwPLR Theta 4.9 100 false
24484 rTCGMufnbc Alpha 3.2 118 true
24483 gZys Lambda 5.4 80 false
24482 wyUBX Theta 4.0 136 true
24481 ahjGvd Alpha 1.4 210 false
24480 sTx Delta 1.1 142 false
24479 wQFxw Lambda 6.1 158 false
24478 NTIFs Pi 0.5 140 false
24477 xuolPJMl Gamma 1.3 194 true
24476 GKGP Gamma 6.3 38 true
24475 IVUyXBEKIQ Alpha 1.8 65 true
24474 irjCWZBWX Pi 8.6 197 false
24473 CpkXfau Epsilon 9.8 209 true
24472 HjoqoIdHxt Theta 8.5 0 false
24471 MiaosJQpaW Delta 3.2 150 true
24470 CsiDEoeY Beta 0.1 169 true
24469 XRwZPei Beta 9.7 226 true
24468 nShH Pi 1.5 147 true
24467 wOskTpX Lambda 8.3 58 false
24466 FLOPbWUe Gamma 7.5 175 true
24465 pywaLS Alpha 4.6 12 true
24464 tbkWrh Tau 6.7 38 true
24463 IDmBmLlOaE Delta 7.5 177 true
24462 hPKdVm Gamma 9.7 238 true
24461 iCyninFBE Lambda 1.7 120 false
24460 dOODy Tau 5.1 123 false
24459 UsaieX Tau 7.8 23 true
24458 uirZ Epsilon 4.4 27 true
24457 WLqhImzMD Pi 2.9 199 true
24456 kifWHkX Beta 3.8 159 true
24455 tmTWSf Lambda 7.3 63 true
24454 BwTPeoMqr Delta 5.0 12 true
24453 txIbyvhTY Alpha 3.0 34 false
24452 TlozKxYbj Beta 6.7 181 true
24451 dudMoKYFsv Epsilon 9.8 186 true
24450 miZAVwfJI Alpha 2.0 247 true
24449 KOQvG Lambda 5.8 113 false
24448 uDcpzfCCxZ Delta 6.9 216 true
24447 vJhvQgPYBR Lambda 9.1 127 false
24446 ZdY Alpha 9.7 76 true
24445 YSzcipr Beta 4.1 70 false
24444 xgheJTA Epsilon 4.8 201 true
24443 cOuFCpO Alpha 6.9 6 true
24442 plQ Theta 3.2 85 true
24441 Ohmww Theta 3.5 158 false
24440 wxErgvY Lambda 2.9 241 true
24439 WKd Theta 8.5 84 true
24438 HGRpK Theta 9.9 51 true
24437 cXaKdn Alpha 8.5 105 true
24436 OxoQdX Tau 1.5 124 true
24435 BEFxpkC Pi 0.1 94 true
24434 oSskYUcaO Gamma 2.8 138 true
24433 jaHR Lambda 8.3 79 false
24432 lGmlqnlU Tau 4.8 19 false
24431 ejdqAF Beta 1.0 207 false
24430 yRFDhat Delta 9.0 48 false
24429 DhcMvnEk Gamma 9.7 162 false
24428 jGCsT Epsilon 1.9 237 false
24427 GiGVjFbFu Pi 7.2 184 false
24426 QBSAo Alpha 4.3 60 false
24425 ItFD Alpha 0.8 201 true
24424 JRgs Epsilon 3.7 37 false
24423 yeBnUmKWZ Theta 9.6 176 false
24422 Hfp Delta 0.9 125 true
24421 IlwZryCR Tau 9.5 49 false
24420 FoZUQsFj Lambda 1.0 166 false
24419 vXnoPwRciG Theta 9.0 174 false
24418 lXEe Epsilon 9.5 120 false
24417 XDJBx Lambda 8.9 248 true
24416 NKEw Epsilon 0.1 53 false
24415 DTgmxr Delta 1.8 136 true
24414 UQMie Theta 9.7 187 true
24413 lviOZnUMCV Alpha 3.6 120 false
24412 GpUC Gamma 4.7 114 true
24411 QShPzAvHdZ Gamma 9.7 134 true
24410 pRhDqnQP Lambda 0.9 238 false
24409 Zgh Epsilon 5.8 223 true
24408 gTue Beta 4.8 173 false
24407 JrfCGXm Lambda 2.9 201 true
24406 FRZ Lambda 6.2 128 true
24405 ptvihDcnRn Delta 5.0 241 true
24404 dgZzOd Theta 8.4 73 true
24403 VUnvlZ Delta 5.1 24 false
24402 OffVbXICDF Lambda 8.2 49 false
24401 vNqdBaofvS Pi 2.6 220 true
24400 vbLkC Gamma 2.0 250 true
24399 lmd Tau 3.8 70 true
24398 DVRL Delta 6.1 126 false
24397 NIzZX Theta 0.4 100 true
24396 vjdAASisl Alpha 6.0 13 false
24395 RNwpvzNEc Alpha 7.7 181 false
24394 ZqeZJ Theta 10.0 133 true
24393 IJVJ Pi 10.0 31 false
24392 nSZqV Pi 6.4 165 false
24391 CWXnQtdQjE Alpha 8.8 189 true
24390 vqfQsziIBo Epsilon 7.9 193 false
24389 RRNYGh Lambda 4.2 209 false
24388 znHfWdPk Pi 4.4 20 false
24387 kZan Beta 8.6 113 false
24386 LZZmu Pi 1.7 16 false
24385 grb Lambda 5.7 235 true
24384 zZgItkyA Delta 8.7 244 false
24383 eGG Beta 1.4 121 false
24382 ETm Lambda 4.4 70 true
24381 BxvCo Alpha 8.6 126 true
24380 gFRzQ Beta 7.5 17 true
24379 CTUlgev Pi 3.7 201 true
24378 IhViNFnM Lambda 8.0 228 false
24377 wArVn Pi 9.8 211 true
24376 Mcno Lambda 9.9 23 true
24375 ZdksmvE Theta 6.1 43 false
24374 mQWthba Gamma 0.6 85 true
24373 FVCpzTYJD Alpha 5.7 195 false
24372 CggJkmrCe Delta 9.9 141 false
24371 awN Epsilon 6.4 18 false
24370 lltTRfNoS Theta 7.0 165 false
24369 vYBDRWDgs Pi 3.9 4 true
24368 BFwXrT Lambda 4.1 122 true
24367 cTDTzVtG Beta 0.7 128 true
24366 uxPzZK Gamma 8.0 112 true
24365 oSeI Pi 8.1 39 false
24364 mgzqF Lambda 6.1 128 true
24363 HACrY Alpha 4.7 29 false
24362 veMCoUJ Gamma 2.8 165 true
24361 ySFjvHjnAo Gamma 9.2 176 true
24360 WGYZlW Alpha 1.3 127 false
24359 BhPWVDD Theta 4.2 13 true
24358 skQhz Delta 9.5 117 true
