25000
ID NAME TEAM SCORE COMPETITIONS POTATOE
16841 uMbzt Pi 6.1 128 false
7195 tVMpl Beta 5.8 149 false
1394 MJcz Beta 0.9 247 false
8189 FUvXjrL Alpha 1.0 28 false
6823 eXlxXFxy Theta 7.7 105 false
14115 QjYiJgrC Lambda 0.8 141 true
17658 OvVKH Pi 1.4 120 true
4236 LHGha Tau 9.9 243 false
760 FyERUCXv Delta 6.6 92 true
21099 EArMR Pi 9.1 105 true
9761 WPEDTIwHe Beta 5.3 187 true
4283 fSqXIavlko Delta 2.3 110 false
7013 xhwlGT Gamma 9.8 141 true
9818 ahsVNKv Epsilon 9.6 45 true
6276 mWe Delta 3.1 187 false
15979 ySGyknaKEx Lambda 3.3 168 true
10522 Rbqyh Gamma 5.8 77 true
4738 bTYGN Epsilon 2.4 164 true
7255 BiPCiWjtkv Gamma 3.4 42 false
13295 GNAbzTNWY Tau 10.0 50 true
7186 sxJTyiBZnK Theta 4.5 188 false
6226 AKnIbqS Epsilon 4.8 161 false
221 kaHavhxq Delta 0.7 17 true
9047 OgI Delta 2.9 173 true
8224 NzFVRqUGTJ Alpha 9.7 185 false
9401 vaAqnRIMJ Delta 6.0 241 true
5774 DWk Alpha 7.4 107 true
8721 sZmy Lambda 1.7 10 true
16792 aSwaRyd Gamma 2.0 140 false
16914 SSXU Theta 4.1 65 false
846 tkIgAgKx Lambda 0.5 138 false
11035 uGQrRZchTV Delta 3.7 139 false
18882 Aqfm Beta 9.8 92 false
13656 diY Lambda 2.4 23 false
19758 WhGf Lambda 3.7 221 true
1033 HLpj Epsilon 6.4 108 true
19577 vawzey Theta 5.4 221 false
5537 JsEajKJ Beta 5.0 59 true
13900 OWFUem Beta 1.1 240 false
3339 VGlS Theta 0.8 5 true
18519 DksBBYYhvz Alpha 8.1 243 false
15543 arQ Pi 6.6 15 false
19657 SPI Delta 3.3 218 false
7269 YyWjIDcar Epsilon 4.4 87 false
22605 OAoqEJz Theta 8.5 71 true
21379 WvXzLNUAEt Theta 7.1 11 false
3789 wrlejZP Pi 5.2 16 true
9095 orTZdbO Tau 1.6 2 false
19209 KPRUPm Pi 0.7 178 false
24321 VouaWaFPv Tau 3.7 135 false
14799 hhM Delta 6.1 26 false
24289 hDqdoQe Tau 1.2 107 false
17442 geLlTIV Gamma 9.6 146 true
7816 KvjJJ Pi 7.0 224 true
1265 ekxgasF Lambda 7.5 52 true
734 UBnBatz Alpha 2.0 137 false
3633 yPzG Gamma 5.9 17 false
16533 nrcKSgZ Alpha 4.5 81 true
16605 trmPyOpKP Tau 5.7 125 false
21515 wJQcweavz Lambda 7.1 43 true
19907 VOzdliGWUT Alpha 2.3 135 true
5914 OhEhLFxC Delta 4.8 2 false
14445 tgyNZIYxso Pi 1.0 68 false
22977 zrAX Pi 7.2 181 true
20354 syIzne Beta 7.2 117 true
10874 hOBlEkb Lambda 4.4 102 false
23287 ydBEqKE Pi 4.4 85 true
24031 OtR Gamma 9.4 234 true
18909 OnYGvN Lambda 4.1 16 false
5762 diUJ Tau 0.2 226 true
5465 ENNWCC Alpha 5.3 50 true
24569 pnckoQyKeJ Beta 7.5 96 true
8462 DPohEHr Delta 5.9 169 false
14068 DCYpx Pi 7.2 120 false
758 TuAdJ Pi 1.4 105 true
17424 NraZ Lambda 8.8 225 false
17631 bPNJxCd Gamma 0.6 34 false
8969 bOvJk Beta 5.1 201 false
1928 yCRqrp Lambda 1.5 230 true
9635 ERmBnLkVDg Lambda 4.5 6 true
23865 uvwmhbU Theta 5.6 221 true
9074 DrUxPzvc Gamma 9.4 230 false
12515 TAjJjUfAT Tau 1.8 18 true
5386 HdidK Theta 3.1 247 true
16282 VHcqS Gamma 5.7 11 true
15287 FCdqjZj Alpha 6.7 47 true
16070 TbvgVXO Tau 0.3 241 true
1452 euIcNRK Gamma 6.2 163 false
1835 UrUDqrBbCi Delta 1.8 169 true
6234 xCBqDGvdPv Delta 6.7 86 false
925 DdKFhK Delta 8.1 128 true
366 lThRcT Alpha 2.6 169 true
23898 tqbxX Tau 7.5 202 false
5341 HtqH Epsilon 4.1 227 false
6746 jSPdkeafku Epsilon 6.8 226 false
10469 inEHp Beta 8.7 217 true
14287 lBTjCJzYC Pi 8.5 209 false
24477 kzb Tau 9.1 59 false
20336 GHMVur Epsilon 9.6 84 false
1774 nPEKKArIO Theta 0.9 218 true
17151 qkKxdT Lambda 3.0 41 true
15555 etgGiNBIVy Epsilon 5.4 151 true
3045 hcOIovcu Delta 6.8 65 true
11611 IiAjg Epsilon 1.3 197 true
15812 bwmuoSQ Alpha 6.6 101 false
13619 pmY Theta 8.4 243 true
24996 JKcgGU Beta 4.6 88 true
22141 UaI Tau 3.0 144 false
11993 WYpDUhPc Epsilon 6.4 65 false
16074 OMlLCZ Lambda 1.1 226 true
2255 QlLTAYnICV Pi 9.2 207 false
22562 CIGi Epsilon 4.1 111 false
23068 UTslxguoTS Delta 5.9 212 false
4252 USfzkc Pi 4.6 85 false
19336 cgSHmMskc Delta 1.2 3 false
8414 pOQvE Alpha 9.3 246 false
1537 mSapLtAN Lambda 1.5 40 true
24266 tTTTAt Tau 5.0 31 false
15501 yDxpGt Tau 0.8 34 true
22505 suWAMnZ Beta 6.1 194 false
20909 DNHoMmRp Epsilon 5.9 139 true
1496 PBWoteOtW Alpha 6.0 201 false
15775 HBsxOZU Beta 7.7 185 true
15128 IzhDvyDMj Delta 0.9 3 false
13847 ljhFkA Delta 1.8 14 false
7556 sacwJE Beta 2.1 194 false
18473 jrquumFk Alpha 4.8 159 false
19935 AKDIacY Delta 2.8 27 false
14195 Zkl Gamma 6.0 120 false
16274 mNP Alpha 0.9 161 false
13874 FDetCtt Lambda 9.7 54 true
1807 DzAnnoL Theta 9.3 89 false
8829 kogxbU Epsilon 1.1 90 true
1657 ETt Theta 0.8 188 true
13914 wMKTkw Delta 8.3 11 true
13723 IGf Alpha 2.9 154 true
6883 WkBv Lambda 3.0 136 true
9899 zTJQmhk Delta 5.5 6 false
1408 ZYxc Tau 7.2 149 false
17835 nBPtGVGw Lambda 3.2 220 false
18049 uknMh Epsilon 7.9 39 false
7030 gtypT Gamma 4.0 34 false
15360 uSBRD Beta 8.4 41 false
20859 hcxZ Delta 8.1 218 true
23102 HtEsqwUNn Epsilon 1.0 130 true
21934 GsIT Tau 9.2 223 true
14095 KLmiLBQflO Alpha 3.3 23 true
10547 jvipn Theta 9.0 7 true
2161 zCoQuA Tau 7.7 121 true
3345 CvqP Lambda 2.0 230 false
6367 mgtjsFZD Tau 8.7 243 true
4435 eoWeif Theta 9.0 153 false
7290 vKqCCzNGl Beta 7.7 78 true
24461 FWHNdou Alpha 5.5 32 true
16640 CgNjRvMxB Pi 1.6 163 true
23549 GklRwhZVuj Epsilon 9.6 24 true
14141 iSN Gamma 4.6 92 false
14509 CUDTeuf Beta 8.2 43 false
22813 byC Alpha 3.3 200 false
12761 bxTCM Gamma 1.6 159 true
2576 Nwo Lambda 9.3 112 true
896 VhD Theta 5.4 239 true
22058 EnLKBrH Pi 3.2 110 false
3539 uOW Beta 0.2 238 true
21845 QzCbRCB Gamma 6.2 99 false
18103 TIdGnBwdRv Epsilon 9.2 186 false
13227 FxYcOwd Lambda 7.7 54 true
7122 yofhjpQra Delta 1.9 183 false
23975 NQeQIFs Epsilon 9.0 73 true
15877 tRT Delta 5.9 15 false
17974 fTGjVX Gamma 2.5 157 true
18210 LTqBzS Beta 0.7 247 false
19790 BgNhq Delta 8.7 108 true
13991 JuZeOIs Gamma 6.0 68 false
15072 VpknKoXO Delta 4.1 71 false
5004 MmF Tau 7.1 48 true
19213 aSaWc Beta 8.8 242 false
10735 nhasTpbiF Tau 8.1 123 false
4619 KFcCzFPbQi Tau 3.0 134 true
4457 eSmElYNern Pi 7.9 25 false
20016 ARGReiEy Epsilon 9.3 49 false
10296 JQYQl Gamma 6.7 139 false
19980 SfER Alpha 8.7 41 false
18914 caHbuN Pi 0.8 226 false
23575 EWVdmO Pi 5.6 176 false
6950 Llfp Alpha 8.0 134 true
7434 ZlNFyh Epsilon 6.3 130 false
18255 qVrkmmVlgy Theta 6.4 94 true
13436 PHfgihMQ Lambda 5.7 237 true
17142 clRk Beta 1.3 198 false
7787 vqMxPnOtf Lambda 6.2 183 false
9524 SkrsKu Epsilon 7.7 83 false
16511 bbHDjln Beta 4.9 72 true
122 CAhPDj Epsilon 0.4 123 true
18003 RSZleYFZDy Epsilon 4.6 42 false
6225 EPfcvW Pi 7.3 66 false
15133 tTAmFpY Beta 0.4 106 false
8964 ugEZDHgKQ Lambda 3.6 236 false
20093 IOyjPL Alpha 1.5 225 true
6790 tHV Beta 8.0 38 true
14029 BOiuPBFed Alpha 9.1 236 false
596 xHLyHyvg Epsilon 1.8 75 true
11206 KtkhmkPJLx Pi 1.8 130 false
5433 YgMb Delta 7.1 11 true
7596 Bpl Theta 9.8 196 false
10764 jJqpgK Lambda 9.9 188 true
6780 JTZ Epsilon 9.8 11 false
9277 ILYVpiTMKW Pi 2.2 233 false
9978 mLBsubCA Pi 9.2 82 false
17533 MfVjNde Tau 0.7 112 false
3069 vcK Beta 6.9 17 true
16235 NPhu Alpha 2.3 201 true
22326 FmAuI Theta 5.5 143 true
6190 QiPP Beta 3.5 182 true
7250 hmUdeaOW Theta 1.6 225 true
8651 WqgbJKKz Epsilon 7.9 80 true
8765 kJrrClyv Delta 7.5 214 false
3768 KHka Epsilon 3.6 115 false
18394 AThQsVeH Pi 2.4 46 false
20642 UBTTwUbSIl Alpha 9.7 74 true
5371 RgM Alpha 9.6 186 true
21363 LDRhZuArWp Pi 2.7 107 true
14665 Cch Theta 3.6 149 false
15017 kFhfyIkI Alpha 3.1 105 true
17628 UAjd Beta 8.9 84 false
5663 UpUaQPDz Gamma 1.2 250 false
22389 wKgMahlXy Theta 6.7 161 true
18059 sypmIs Alpha 4.7 153 false
21928 YgVQjDm Theta 4.0 158 true
21451 QCY Tau 8.7 137 true
22997 ZlM Pi 0.9 101 false
19561 lebYufI Beta 8.1 158 false
22639 ehJ Gamma 6.6 84 true
7682 yOsGU Alpha 7.3 84 false
13864 Ezp Gamma 5.2 23 false
18133 vNNOediVBU Tau 6.4 86 true
20823 fzevhQi Epsilon 7.8 53 true
15025 HhABcn Tau 5.4 26 true
24276 BhCn Beta 2.9 219 false
10508 EiGMtMp Theta 9.6 144 true
4549 hVlfsDnoxd Theta 7.7 238 false
20566 lwYafDVp Delta 3.2 38 false
932 nBijHa Theta 7.7 49 false
9869 sUMTPgJZUw Alpha 6.6 46 false
24283 SARl Lambda 6.5 156 false
12624 iHzkdhot Delta 7.6 9 false
5365 SLFgoPAU Gamma 1.9 46 true
9863 bWlkHa Delta 6.7 35 false
22523 PdLMog Tau 7.0 248 true
637 XyBmFD Gamma 3.6 131 false
2313 uXmOV Beta 9.8 156 false
19715 PZRs Gamma 6.6 70 true
7446 wZWRencOnx Delta 7.4 64 true
1916 ywQHYZ Lambda 8.2 195 true
12664 FKLMDEwRow Alpha 0.9 9 true
18122 TFmVfw Gamma 6.8 184 false
16144 HpnZFA Beta 8.9 97 false
21294 aiCwAKjtW Delta 2.4 222 true
21606 eIy Theta 6.6 119 true
5010 BVFiRkBOk Tau 5.4 225 false
15824 dcqF Gamma 3.2 206 true
908 GJrtac Tau 3.4 8 false
10037 yFKVt Gamma 1.9 183 false
8412 MUH Tau 6.6 124 false
10828 DeSnQPiJn Alpha 7.0 101 false
11155 oDoevr Epsilon 3.7 71 true
17084 saCQUcAhZ Tau 1.0 192 true
17294 UYfac Delta 8.3 101 true
13210 FJdzha Alpha 2.4 162 true
24396 erdGnEjbbG Pi 5.1 153 false
24145 jTbLCU Epsilon 5.8 129 true
21383 adsypQhcTA Epsilon 0.9 15 true
16818 FxZQTPtV Alpha 8.1 213 true
22206 xeWGthL Lambda 8.2 158 true
2479 YUXXXU Beta 8.0 248 false
12676 AMXRcou Lambda 4.4 243 true
11792 LEYFyRmC Alpha 3.8 239 true
17367 ZzCw Gamma 8.2 59 false
4280 yXZrE Delta 8.5 51 true
791 BMsNa Epsilon 3.1 123 true
22486 suHmd Lambda 6.7 110 false
11658 VFZQunse Delta 8.3 233 true
3164 ZPfgNU Gamma 2.9 60 true
13337 QDFABruRcJ Tau 3.2 107 true
23936 RHDANrsLO Delta 8.3 114 false
792 Jujy Delta 2.6 208 false
8492 eHhOEhhmCo Alpha 0.7 151 false
4913 jkDNvdLhej Theta 2.2 177 true
14203 ivyCozIrrF Lambda 6.8 206 true
7469 IiMc Tau 9.1 112 false
22158 ZrWhOa Beta 1.7 104 true
1958 LpPOpU Beta 2.7 205 false
14877 NDcNku Lambda 7.0 21 false
21771 iEX Tau 4.0 189 false
12217 WYnWJddBTH Beta 6.4 208 true
5307 itlTPowtBh Alpha 4.5 207 false
17052 amyohKE Alpha 6.5 149 false
20663 aMrzBa Theta 7.7 166 false
8061 yACiDvfa Pi 5.4 196 true
12568 RVIXx Alpha 3.4 246 true
24164 haezDE Gamma 6.5 154 true
22006 oxonYhtA Beta 3.8 214 false
17300 jUAKB Alpha 5.0 176 true
6261 pKHTtbIS Gamma 8.5 101 false
18983 NjtXxGJp Beta 9.2 82 false
16078 ocESt Pi 9.2 45 true
11540 Yhnp Delta 10.0 137 true
7677 tvxoI Epsilon 3.9 25 true
10080 KtCTfaBn Theta 8.3 35 false
7514 RVBKjAh Delta 8.9 43 false
12421 UDDLUn Theta 5.6 191 true
12699 pxPxhBo Gamma 4.6 190 true
3389 ytvQSzd Epsilon 2.4 175 true
6795 omqJuDFCm Alpha 0.8 191 false
23736 vRuGdc Pi 6.4 200 true
18027 OgJOXv Tau 1.5 215 true
17167 VwT Alpha 4.4 157 true
21180 yFu Pi 4.0 7 true
16391 VMIJz Beta 8.3 34 false
17648 XVfwCIJrW Beta 4.1 72 true
1798 lQLJLzrf Tau 5.0 250 false
1144 MbJmDRH Pi 6.6 107 true
24341 VhqmITRFH Theta 6.2 22 true
20978 IFhQN Tau 3.3 26 true
13930 KEGdUFIMRc Gamma 5.4 79 true
1499 UvjTaVbRJv Beta 0.5 171 true
18242 STbKnbhvH Theta 0.4 203 true
6092 BTYpdWTSOq Alpha 0.8 170 false
10431 jiul Pi 5.3 230 true
20758 tkCXPYUa Theta 6.4 239 false
18015 lucsUOQQB Epsilon 1.9 218 false
3565 jNvrHFQvnQ Lambda 0.5 102 false
22128 eLes Theta 4.2 34 true
17487 jZYW Gamma 0.7 24 false
9217 tgtpzL Alpha 3.1 184 true
10082 iWE Lambda 2.9 79 true
23496 oGr Alpha 7.1 51 false
22459 biDz Lambda 9.6 198 false
4576 MDINQ Beta 1.9 186 false
5962 eDPVwOC Lambda 0.7 55 false
24351 LWrU Epsilon 2.4 12 false
3025 szPvT Gamma 0.8 24 false
2994 nyos Delta 3.5 195 false
8554 elF Alpha 9.4 22 false
13497 GysWUAqDC Alpha 3.3 150 false
16908 VoyIlLir Delta 2.5 235 false
5099 ShNRflgSs Lambda 1.5 221 true
16602 xjLw Lambda 6.0 166 false
14517 CuyNb Lambda 0.1 246 false
13787 McSekpcc Theta 2.1 49 false
21495 rjOLoRhRQO Gamma 3.3 87 true
18006 cJM Lambda 3.8 232 false
22967 pTKLC Epsilon 6.7 79 false
5915 PAImQ Beta 8.4 39 true
16006 FQVEVry Gamma 0.9 35 false
5317 NLCE Epsilon 7.2 230 false
15898 DGkMcqkx Beta 6.2 101 true
22837 dSXqhJ Pi 3.3 29 false
16736 UJPdnA Theta 3.9 197 false
16843 AIGJnXqjO Theta 9.9 112 false
21086 hPFalWp Pi 5.4 229 false
17029 eJeAhQ Lambda 2.5 87 true
21043 QbebmqnFu Gamma 4.1 201 true
3782 THmez Lambda 3.9 47 false
14069 QBi Theta 9.0 108 false
8560 gjtRgoB Tau 8.3 191 true
23148 VIVF Theta 8.8 206 false
8079 nDE Pi 2.0 55 false
16035 YvImnAy Pi 9.8 66 true
10232 PAROjE Beta 3.4 241 true
14201 vbchTueiCR Tau 8.8 109 true
8837 FXfQO Theta 7.6 26 true
11361 bnfVgEikdP Lambda 3.5 125 true
17042 ecN Pi 2.2 232 false
6522 XYm Delta 0.1 145 false
17405 gof Alpha 3.6 161 true
9933 VgeZq Lambda 7.5 242 false
18717 HTRZnL Gamma 4.0 139 true
23945 bQyAi Lambda 0.4 73 false
21599 qprdRzlWcv Epsilon 6.6 232 false
15980 DKFxtmcI Beta 0.1 64 false
6881 ibZNp Alpha 9.6 100 false
24845 mPD Tau 3.2 145 false
7410 JpKJexzmG Alpha 4.8 197 true
11821 scieRSQt Delta 4.9 144 false
9116 HoG Tau 0.4 172 true
12715 IQWnq Pi 6.9 231 true
19480 mtK Delta 8.7 115 false
15413 FNmBfaHMmS Pi 1.8 245 true
3110 AeIYirAEz Beta 7.7 80 false
21368 GNFKi Pi 3.0 36 true
9137 JqaTM Tau 6.7 29 true
10612 weWKqVkONp Lambda 9.7 40 false
1500 EOmDPZjCCk Epsilon 6.8 176 true
4702 IQOTuWd Theta 2.1 190 false
17992 xkW Lambda 8.2 145 false
20158 SyKqbBOyYu Epsilon 9.8 67 false
16168 NWJVPF Epsilon 2.5 192 false
17366 DbqrIqiNE Pi 9.3 4 false
13521 uCiWBscgV Lambda 6.4 68 false
17481 VTRA Epsilon 2.7 53 true
12430 DakCqozp Lambda 5.9 13 false
4176 ENNpQaBFrl Theta 4.1 156 false
13196 lAynGuOWx Pi 9.8 143 false
15677 sLxX Lambda 3.1 30 false
7047 GsWbsge Pi 0.8 218 true
16939 wSczQyD Theta 3.6 22 true
3220 UhM Lambda 9.8 107 true
20603 yOlGNsxGx Epsilon 4.0 70 false
16420 NFuCkloFb Alpha 8.6 172 true
18549 oxwCJtsv Theta 3.4 163 true
16937 Kmw Theta 10.0 55 false
20411 yeQt Alpha 9.4 68 true
18637 zPu Tau 1.7 182 false
9091 idQPRXsj Gamma 4.2 237 false
4829 YTnLJmgjb Lambda 10.0 34 false
1261 iujvZ Gamma 5.1 191 false
24521 GJMQUkVw Alpha 9.2 243 false
1897 zhjVLVVlf Epsilon 5.3 26 false
22135 pGtlUt Pi 3.4 32 false
23683 fDcwoOLS Delta 4.7 19 true
15817 fcyS Epsilon 2.0 223 true
12194 Auqm Gamma 4.6 197 false
25000 GQhtjCr Pi 2.1 68 true
23689 qLtVFFtxSl Gamma 1.1 14 true
2019 qPF Tau 5.1 138 true
9328 uYQ Lambda 3.1 78 false
4450 SGSy Beta 6.2 212 true
18072 pjcQY Theta 5.4 151 false
87 YfKotoJM Gamma 5.1 166 false
9826 ZEwx Theta 0.1 187 true
8031 aSLczDH Theta 7.7 55 true
15883 uxIldg Pi 8.2 162 false
2268 dxe Epsilon 7.8 29 true
20788 QcliBsXwXm Lambda 0.3 41 false
10593 LyenVm Lambda 0.4 169 false
5351 JaKoXey Delta 2.0 34 true
18360 qnIl Beta 1.3 88 false
17065 aHKX Beta 1.9 106 false
15779 PuLRQ Tau 5.6 37 false
20237 KoIXGWlrf Theta 2.6 202 false
23341 OSEqi Gamma 6.8 141 true
592 RpvsvyTSCq Beta 4.2 53 true
7576 LAkHvKiX Beta 7.1 207 true
19312 lVJ Epsilon 4.0 73 false
16377 bXCYTYK Gamma 3.3 104 true
12132 vwGb Delta 4.8 170 true
4938 WoCP Beta 3.3 94 false
3372 trZsKAgFJ Tau 9.8 126 false
13576 pQxCGq Gamma 4.0 240 true
11053 Vvmvgp Delta 6.0 134 false
22494 umt Epsilon 7.1 27 false
23837 ZEdYjK Pi 2.1 174 false
172 tfZWHKLUUe Epsilon 2.6 111 true
18668 mNceLKlP Tau 4.1 111 false
1848 xaJO Pi 3.8 167 false
14700 Dhe Lambda 0.4 236 true
9374 lxfazUY Gamma 1.3 191 false
18497 esrVmw Beta 7.3 135 true
7794 lEwTgy Epsilon 1.2 167 false
20447 WxWaRypy Beta 4.0 198 true
23787 rDU Beta 1.3 8 true
5603 eePmUTUm Delta 3.0 171 false
11917 brxnc Theta 0.8 5 true
16085 OHoCucY Delta 4.5 123 true
15219 nfjvxYjORn Pi 6.4 130 false
9154 FSOv Epsilon 0.1 158 false
15110 GiXA Beta 7.3 4 false
23006 WhiCwg Beta 5.0 139 false
20187 TPHrtJq Beta 2.9 179 true
8316 mvGpNV Delta 8.1 192 false
3124 VLWmNR Tau 2.3 174 true
7389 ovbHWhMNd Lambda 8.7 150 true
18885 pEP Delta 1.7 58 true
12785 XyLyIuATl Theta 4.4 214 true
9056 wzppoUry Delta 5.2 192 true
10124 hLWBfTBKv Delta 0.5 46 false
23803 EvSelFi Delta 2.8 51 false
18646 oMwh Epsilon 0.7 179 true
12560 VBiSOHj Delta 5.2 189 true
4851 AJvW Delta 2.0 242 false
1342 tSdEGkFx Alpha 7.6 3 false
4518 cZX Theta 1.3 30 false
3265 DHk Lambda 5.1 73 true
11381 SJo Theta 9.4 88 false
13446 KpycMKh Lambda 8.2 118 false
5428 MjWfbrVMDm Alpha 9.8 12 false
24400 LvOyXjVRhY Delta 6.6 192 false
16847 bWggehtJyz Gamma 1.1 56 true
1660 EoPRGMucL Theta 9.7 40 false
11941 rhDCtHBVzb Alpha 6.4 248 true
22450 vlDqMIB Lambda 4.6 117 false
1192 LPDsaRe Delta 10.0 105 false
6368 vXUIpK Pi 1.1 6 true
21206 FNM Beta 3.9 168 true
2162 kvKHAZX Gamma 6.2 91 true
4623 dcFIeOJ Pi 3.1 197 true
9206 WuQc Gamma 0.6 180 true
3108 BSZFd Lambda 7.7 55 false
9456 qqIae Gamma 6.5 19 false
15433 Qnu Alpha 1.3 203 false
8720 QgZn Tau 6.6 40 false
23040 iEkUghVO Alpha 8.6 227 true
6606 vIotk Pi 4.0 27 false
16250 YRfTyt Beta 0.6 157 false
23194 nLPTHyFi Epsilon 5.6 48 true
13116 fwPEovndL Tau 5.8 129 false
24282 dWNc Delta 0.4 114 true
22807 hKdV Pi 3.8 50 false
4276 YkxKSHvCnK Gamma 3.6 162 false
2670 vnMaySJ Theta 7.2 49 true
12595 ujZGFzn Theta 3.9 214 true
17574 IzjJgd Delta 6.5 66 true
24439 giGNpCJZP Tau 4.6 26 true
462 PfwsBZ Gamma 7.8 20 false
13044 cBZFFiu Beta 4.7 174 true
5196 BoVNzFTr Theta 4.7 98 false
19348 qiV Pi 7.2 90 false
5977 MYL Theta 6.1 118 true
9225 okzuHYmbLx Pi 0.6 92 false
18870 mJeVa Beta 5.6 125 true
4644 hRVLFxRE Delta 7.7 46 true
17949 GRvMISgR Beta 7.8 202 true
22567 jrhEeHfrk Beta 5.8 209 true
2322 IZjDKVdp Epsilon 1.5 45 false
22848 fOHNv Pi 0.4 77 false
13501 OHx Pi 7.0 213 false
1754 cQEQ Delta 3.5 197 false
15241 WkYn Gamma 4.8 204 false
19595 KpLWNwtkJ Tau 3.6 16 false
1756 sOcbNf Beta 2.4 57 false
13903 pUSdtSTM Epsilon 2.0 172 false
14763 qobfyoXxnw Lambda 7.0 222 true
10260 JDsQer Theta 6.2 12 false
20288 HOy Delta 5.5 34 true
14767 acUoVtnU Pi 7.2 111 false
22446 AlfVN Alpha 9.4 229 false
15970 OisoxCys Tau 0.5 189 false
16411 lEVa Epsilon 0.2 134 false
1684 TaOKKtrY Pi 6.2 17 false
5531 zDmL Epsilon 3.7 58 true
24185 LaisnGCM Gamma 9.0 61 true
17933 hhTfhdrLX Beta 3.7 106 true
8096 mtLH Lambda 0.7 55 false
17824 PGSx Theta 2.9 184 true
